=== Run information ===

Scheme:weka.classifiers.functions.Logistic -R 1.0E-8 -M -1
Relation:     classes
Instances:    252
Attributes:   113
[list of attributes omitted]
Test mode:10-fold cross-validation

=== Classifier model (full training set) ===

Logistic Regression with ridge parameter of 1.0E-8
Coefficients...
                              Class
Variable                          0
===================================
var1                       -36.2095
var2                        23.4757
var3                       420.4264
var4                       189.2421
var5                      -322.6402
var6                      -213.7133
var7                       -65.9521
var8                      -119.5096
var9                        79.6725
var10                       30.9584
var11                       22.7552
var12                      205.5286
var13                       41.8799
var14                     -265.2414
var15                       35.1941
var16                       28.4998
var17                      143.0388
var18                     -171.0216
var19                      131.2633
var20                     -374.8686
var21                     -251.1979
var22                      297.3303
var23                      204.9056
var24                      147.6675
var25                      -33.2064
var26                     -136.5862
var27                      -53.3636
var28                     -122.9386
var29                       -9.6279
var30                       93.6497
var31                       59.6901
var32                        9.6752
var33                     -232.4877
var34                      160.4686
var35                      -576.661
var36                     -325.2273
var37                      541.5437
var38                      363.3443
var39                      188.3435
var40                      -67.4627
var41                     -583.1441
var42                     -109.6146
var43                       70.3522
var44                      274.2445
var45                      105.6813
var46                      120.4362
var47                        9.4521
var48                     -107.8075
var49                      659.1634
var50                     -344.1638
var51                      560.8417
var52                    -1247.4064
var53                    -1546.6201
var54                      693.5543
var55                     3208.1611
var56                      388.0893
var57                    -1837.6228
var58                     -355.9796
var59                       366.482
var60                    -1343.9018
var61                     -176.2201
var62                     1010.3737
var63                       27.6589
var64                       -57.871
var65                      606.2622
var66                      410.4591
var67                    -1296.4043
var68                      157.5449
var69                      706.3774
var70                     -516.4928
var71                      887.7489
var72                      291.4695
var73                    -1417.7131
var74                     -505.9302
var75                      577.2332
var76                      182.6307
var77                       87.8718
var78                     -262.5062
var79                     -255.5743
var80                       472.726
var81                    -1968.5201
var82                     -122.6557
var83                    -2353.0493
var84                    -1011.0444
var85                      2993.632
var86                     2297.4474
var87                      100.3327
var88                     -582.5286
var89                     -369.2335
var90                     -949.9502
var91                    -1334.0802
var92                     1013.1764
var93                      1946.368
var94                    -1231.3272
var95                      487.8443
var96                     -283.5102
var97                     2502.3694
var98                      276.9766
var99                    -3779.3971
var100                    -478.4728
var101                    1612.4326
var102                    -781.8001
var103                    1342.9429
var104                    1058.5445
var105                    -495.7004
var106                   -1953.4934
var107                     690.4704
var108                    -277.3492
var109                    1041.0474
var110                    -531.2505
var111                    -584.0022
var112                     796.7306
Intercept                  306.0325


Odds Ratios...
                              Class
Variable                          0
===================================
var1                              0
var2          1.5680758265675566E10
var3          3.880162131141895E182
var4          1.5374519643914568E82
var5                              0
var6                              0
var7                              0
var8                              0
var9          3.9930726806263606E34
var10           2.78661846847666E13
var11               7628699664.1688
var12         1.8194924888408446E89
var13        1.54243167267428608E18
var14                             0
var15          1.925706359764874E15
var16          2.383890049151583E12
var17         1.3211452840281853E62
var18                             0
var19         1.0160326873690902E57
var20                             0
var21                             0
var22        1.3455615093190446E129
var23          9.758264675857957E88
var24         1.3526569946274892E64
var25                             0
var26                             0
var27                             0
var28                             0
var29                        0.0001
var30          4.694041888364159E40
var31          8.376663526438565E25
var32                    15918.3548
var33                             0
var34          4.904697832138034E69
var35                             0
var36                             0
var37        1.5468099923005755E235
var38         6.286818728526642E157
var39          6.259728139201146E81
var40                             0
var41                             0
var42                             0
var43         3.5773971180183483E30
var44        1.2672450883501165E119
var45          7.884787715285385E45
var46         2.0173787104299956E52
var47                    12735.0355
var48                             0
var49        1.8664161606768452E286
var50                             0
var51        3.7191570183653716E243
var52                             0
var53                             0
var54        1.6098828413472289E301
var55                      Infinity
var56         3.507871282864979E168
var57                             0
var58                             0
var59         1.449143630856969E159
var60                             0
var61                             0
var62                      Infinity
var63         1.0282580014410272E12
var64                             0
var65         1.978556690963153E263
var66        1.8202425929594822E178
var67                             0
var68         2.6357214628758264E68
var69         5.967657373742488E306
var70                             0
var71                      Infinity
var72        3.8333652798324645E126
var73                             0
var74                             0
var75         4.888768222296006E250
var76         2.0678336888455574E79
var77         1.4528447971238636E38
var78                             0
var79                             0
var80        2.0058906405299557E205
var81                             0
var82                             0
var83                             0
var84                             0
var85                      Infinity
var86                      Infinity
var87          3.749244487298149E43
var88                             0
var89                             0
var90                             0
var91                             0
var92                      Infinity
var93                      Infinity
var94                             0
var95          7.38061739158766E211
var96                             0
var97                      Infinity
var98        1.9471175057673486E120
var99                             0
var100                            0
var101                     Infinity
var102                            0
var103                     Infinity
var104                     Infinity
var105                            0
var106                            0
var107        7.370424072511189E299
var108                            0
var109                     Infinity
var110                            0
var111                            0
var112                     Infinity


Time taken to build model: 0.06 seconds

=== Predictions on test data ===

inst#,    actual, predicted, error, probability distribution
     1        2:1        2:1          0     *1    
     2        2:1        1:0      +  *1      0    
     3        2:1        1:0      +  *1      0    
     4        2:1        2:1          0.004 *0.996
     5        2:1        2:1          0     *1    
     6        2:1        1:0      +  *1      0    
     7        2:1        2:1          0     *1    
     8        2:1        1:0      +  *1      0    
     9        2:1        1:0      +  *1      0    
    10        2:1        1:0      +  *1      0    
